user,task,Interaction,Robot Response,Verbal,gaze/arm,gaze/camera,gaze/face,whole
031701,2,25.617256666666666,4.646723333333338,6.516470000000004,0.0,0.0,0.0,98.13730000000001
032301,1,25.715726666666665,4.840806666666663,11.677403333333332,0.0,0.0,0.0,89.28526
032301,2,34.583989999999986,7.668153333333336,17.238349999999993,0.0,9.86947,0.0,115.28132
032801,1,33.42348666666667,9.51598333333333,14.32223666666667,0.0,0.0,11.361416666666665,96.17781
032801,2,35.84238,9.206243333333331,16.04607666666667,1.6640833333333376,0.0,10.498240000000001,84.61433000000001
032901,1,40.4119,11.783630000000008,11.268036666666665,0.459196666666666,0.0,12.087613333333332,92.61465
032901,2,31.13234,8.97595999999999,9.296993333333337,0.6172499999999985,0.0,11.891563333333332,91.08005999999999
032902,1,25.985900000000004,6.532256666666668,6.767366666666671,0.0,0.0,3.0180100000000003,86.65943999999999
032902,2,36.24235333333332,7.913063333333329,8.498670000000006,3.4868899999999976,0.0,2.01338,96.05877
032903,1,32.79223666666667,7.590076666666671,9.958426666666664,2.097773333333333,0.0,5.910773333333334,71.64429
032903,2,26.113039999999994,7.353750000000004,7.8703499999999975,0.0,0.0,6.9463599999999985,66.64488999999999
032904,1,32.480799999999995,8.59627333333333,8.57185,0.0,0.0,8.96171333333333,92.12929
032904,2,30.908016666666658,8.777536666666665,8.871206666666668,0.19808999999999935,0.0,9.542386666666667,74.8034
033001,1,11.97117,3.276210000000001,5.822780000000002,0.0,0.0,9.929043333333334,80.35649
033001,2,12.27164,6.0813933333333345,2.782526666666662,0.6666666666666666,0.0,11.595283333333333,74.72345
033101,1,35.939123333333335,8.986436666666675,9.783753333333328,0.0,0.0,9.974413333333331,84.26512
033101,2,35.655453333333334,8.709426666666664,9.730873333333335,0.0,0.0,12.003440000000003,75.41577
040101,1,29.280436666666663,7.049623333333334,8.10936333333334,1.6105700000000003,0.0,5.1127700000000065,79.33487
040101,2,23.90264333333334,6.645409999999998,7.271336666666663,0.0,0.0,6.367956666666664,66.31253
040601,1,23.520139999999998,6.022646666666669,5.898893333333336,0.0,0.0,0.0,70.91982999999999
040601,2,31.66808,8.12261,7.707523333333337,0.0,0.0,10.013686666666663,76.37567999999999
040801,1,23.520139999999998,6.022646666666669,5.898893333333336,0.0,0.0,0.0,70.91982999999999
040801,2,31.66808,8.12261,7.707523333333337,0.0,0.0,10.013686666666663,76.37567999999999
040802,1,23.520139999999998,6.022646666666669,5.898893333333336,0.0,0.0,0.0,70.91982999999999
040802,2,31.66808,8.12261,7.707523333333337,0.0,0.0,10.013686666666663,76.37567999999999
041301,1,23.520139999999998,6.022646666666669,5.898893333333336,0.0,0.0,0.0,70.91982999999999
041301,2,31.66808,8.12261,7.707523333333337,0.0,0.0,10.013686666666663,76.37567999999999
041501,1,23.520139999999998,6.022646666666669,5.898893333333336,0.0,0.0,0.0,70.91982999999999
041501,2,31.66808,8.12261,7.707523333333337,0.0,0.0,10.013686666666663,76.37567999999999
042501,1,23.520139999999998,6.022646666666669,5.898893333333336,0.0,0.0,0.0,70.91982999999999
042501,2,31.66808,8.12261,7.707523333333337,0.0,0.0,10.013686666666663,76.37567999999999
050901,1,23.520139999999998,6.022646666666669,5.898893333333336,0.0,0.0,0.0,70.91982999999999
050901,2,31.66808,8.12261,7.707523333333337,0.0,0.0,10.013686666666663,76.37567999999999
051601,1,23.520139999999998,6.022646666666669,5.898893333333336,0.0,0.0,0.0,70.91982999999999
051601,2,31.66808,8.12261,7.707523333333337,0.0,0.0,10.013686666666663,76.37567999999999
